id,dt,target
fff81139a7,10,32.08917332682391
fff81139a7,9,31.624048917773944
fff81139a7,8,30.259115704217972
fff81139a7,7,31.253482058199936
fff81139a7,6,32.607592077078365
fff81139a7,5,30.877700545062197
fff81139a7,4,30.623622057501034
fff81139a7,3,31.86654574162044
fff81139a7,2,31.576883460859477
fff81139a7,1,31.402376863430643
fff6d685ea,10,38.26208823111764
fff6d685ea,9,42.78089860334748
fff6d685ea,8,37.18409215196573
fff6d685ea,7,44.44851804294177
fff6d685ea,6,47.99312810383584
fff6d685ea,5,40.65921414227346
fff6d685ea,4,39.86062758297442
fff6d685ea,3,40.165139662507094
fff6d685ea,2,42.75060215075206
fff6d685ea,1,38.73428156072512
fff62c78fb,10,46.32218343775306
fff62c78fb,9,42.40604113176667
fff62c78fb,8,43.26885986585147
fff62c78fb,7,41.76391823669746
fff62c78fb,6,42.48657136349446
fff62c78fb,5,44.219859232832725
fff62c78fb,4,48.58252541826026
fff62c78fb,3,45.453425162570326
fff62c78fb,2,43.464661338326835
fff62c78fb,1,42.45381100070004
ffe8cdb524,10,25.21096039225146
ffe8cdb524,9,24.354620724014055
ffe8cdb524,8,25.002826884668963
ffe8cdb524,7,24.18915849192476
ffe8cdb524,6,25.863788527576606
ffe8cdb524,5,27.133991296851175
ffe8cdb524,4,23.903086330871098
ffe8cdb524,3,23.589657280515173
ffe8cdb524,2,23.408896369462656
ffe8cdb524,1,24.765275791109648
ffe1c50bbb,10,16.280233010752113
ffe1c50bbb,9,11.099291092416452
ffe1c50bbb,8,10.745858051284069
ffe1c50bbb,7,12.15172148169388
ffe1c50bbb,6,14.438390913009691
ffe1c50bbb,5,10.593235030957908
ffe1c50bbb,4,10.713070744821021
ffe1c50bbb,3,13.391792647937198
ffe1c50bbb,2,11.761485689869545
ffe1c50bbb,1,12.61064743694182
ffb56b8d39,10,47.45495659254624
ffb56b8d39,9,46.32867460359969
ffb56b8d39,8,45.14140278118456
ffb56b8d39,7,43.86449823097713
ffb56b8d39,6,41.64836708003659
ffb56b8d39,5,47.826721497342454
ffb56b8d39,4,49.60055002598852
ffb56b8d39,3,47.617300915878005
ffb56b8d39,2,45.78407018015774
ffb56b8d39,1,44.12628002720023
ffb3b559b4,10,29.060996032610724
ffb3b559b4,9,23.51864567492472
ffb3b559b4,8,26.45054011579494
ffb3b559b4,7,23.514399435021552
ffb3b559b4,6,26.402273812684022
ffb3b559b4,5,27.061354614175958
ffb3b559b4,4,28.39657037241894
ffb3b559b4,3,30.055589326850193
ffb3b559b4,2,25.127735962321704
ffb3b559b4,1,28.94538444826688
ffab53082b,10,28.386736521481765
ffab53082b,9,26.011767842120747
ffab53082b,8,25.247666992179628
ffab53082b,7,26.130426479027953
ffab53082b,6,28.123139752674405
ffab53082b,5,29.661217107492988
ffab53082b,4,28.564986097368667
ffab53082b,3,27.31656395832528
ffab53082b,2,25.914624987556635
ffab53082b,1,27.956687184193328
ffa6059b95,10,84.84333088243935
ffa6059b95,9,112.32625090419366
ffa6059b95,8,102.26880411593253
ffa6059b95,7,112.17691999162861
ffa6059b95,6,123.4545555325564
ffa6059b95,5,93.18391964767349
ffa6059b95,4,42.23389219372926
ffa6059b95,3,111.27289395979903
ffa6059b95,2,129.14946921697995
ffa6059b95,1,113.04848620939103
ff9d27a58b,10,9.331608477765284
ff9d27a58b,9,13.776520479365526
ff9d27a58b,8,10.905682280175432
ff9d27a58b,7,10.302473029972385
ff9d27a58b,6,9.958095726317834
ff9d27a58b,5,14.25411708476738
ff9d27a58b,4,10.337244587859216
ff9d27a58b,3,8.799029983345914
ff9d27a58b,2,13.172622947031982
ff9d27a58b,1,11.094235151859845
ff9511e025,10,19.5954623125085
ff9511e025,9,17.768544515436428
ff9511e025,8,17.190843212936606
ff9511e025,7,15.863684843998543
ff9511e025,6,19.03856966252356
ff9511e025,5,19.157394210464847
ff9511e025,4,19.292520549029533
ff9511e025,3,18.661611478480495
ff9511e025,2,17.92540273978081
ff9511e025,1,17.70756426867153
ff82f8369b,10,52.28856201954427
ff82f8369b,9,51.325845165504944
ff82f8369b,8,48.783060303031036
ff82f8369b,7,48.91377644499675
ff82f8369b,6,46.45908787560621
ff82f8369b,5,57.02730392544976
ff82f8369b,4,52.23905199054534
ff82f8369b,3,47.34612250256902
ff82f8369b,2,45.16519869600144
ff82f8369b,1,47.683505053193024
ff80562059,10,10.908688812134052
ff80562059,9,10.513614188581563
ff80562059,8,10.469071733113227
ff80562059,7,9.905036981867294
ff80562059,6,9.742934293295644
ff80562059,5,9.819999301302854
ff80562059,4,9.737722045638769
ff80562059,3,9.763886524346468
ff80562059,2,9.812262278994075
ff80562059,1,9.810966129956235
ff6745c8ba,10,35.04457373035133
ff6745c8ba,9,32.70975044217214
ff6745c8ba,8,35.8049070403801
ff6745c8ba,7,34.5378005189483
ff6745c8ba,6,35.62773683219477
ff6745c8ba,5,36.12283873302303
ff6745c8ba,4,34.073386526708994
ff6745c8ba,3,32.42540466615593
ff6745c8ba,2,30.28709233999782
ff6745c8ba,1,31.513125178966536
ff57b2908b,10,33.952368644127375
ff57b2908b,9,28.455781000191347
ff57b2908b,8,28.158847402351004
ff57b2908b,7,28.630893889856377
ff57b2908b,6,28.246430476742987
ff57b2908b,5,29.753895277905286
ff57b2908b,4,30.843397691403386
ff57b2908b,3,34.92439573184768
ff57b2908b,2,32.948214999655214
ff57b2908b,1,31.012776360072305
ff4b467b7a,10,35.453182404926764
ff4b467b7a,9,31.502663773402606
ff4b467b7a,8,35.405572208362244
ff4b467b7a,7,36.40332554585128
ff4b467b7a,6,34.126491442358805
ff4b467b7a,5,40.3713939084599
ff4b467b7a,4,41.94908940344997
ff4b467b7a,3,36.88916785194493
ff4b467b7a,2,35.06403763697727
ff4b467b7a,1,36.94965864314788
ff49a4f6ed,10,31.61981808530112
ff49a4f6ed,9,30.042638199902516
ff49a4f6ed,8,28.020696294915982
ff49a4f6ed,7,29.059549859604093
ff49a4f6ed,6,27.42433703466086
ff49a4f6ed,5,34.010251067606625
ff49a4f6ed,4,36.26469710706849
ff49a4f6ed,3,32.145178428792256
ff49a4f6ed,2,29.290502753232968
ff49a4f6ed,1,27.647954665364633
ff3637d30b,10,26.726268186228502
ff3637d30b,9,27.192088763694706
ff3637d30b,8,29.77798510666204
ff3637d30b,7,28.542692819119864
ff3637d30b,6,25.08769043128907
ff3637d30b,5,25.889448263883477
ff3637d30b,4,29.00534218922703
ff3637d30b,3,28.714300139605115
ff3637d30b,2,27.6685639426969
ff3637d30b,1,30.41234674357962
